eventIndex,eventId,title,chronology,summary,locations,people,likelyImageSubjects,recommendedTrustedDomains,suggestedSearchQueries,discoveryStatus,historicalVerificationSources,imageCandidate1,imageCandidate2,unresolvedReason,mojibakeSuspected
201,philippin-ban-hanh-sac-lenh-1596-tuyen-bo-chu-quyen-truong-sa,Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa,Năm 1978,"Phi-líp-pin - Năm 1978, ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa.","[""quần đảo Trường Sa""]",[],"[""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa Năm 1978"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa quần đảo Trường Sa"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa Chủ thể: Phi-líp-pin Ban hành năm 1978"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa bản đồ"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa Năm 1978"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa quần đảo Trường Sa"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa Chủ thể: Phi-líp-pin Ban hành năm 1978"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa bản đồ"", ""Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
202,viet-nam-gia-nhap-sev,Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV),Năm 1978,"Năm 1978, Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV).",[],[],"[""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV)"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) Năm 1978"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) Việt Nam từ năm 1975 đến nay"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) Năm 1978 Gia nhập Hội đồng tương trợ kinh tế (SEV)"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) ảnh tư liệu"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV)"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) Năm 1978"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) Việt Nam từ năm 1975 đến nay"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) Năm 1978 Gia nhập Hội đồng tương trợ kinh tế (SEV)"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) ảnh tư liệu"", ""Việt Nam gia nhập Hội đồng tương trợ kinh tế (SEV) lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
203,go-ro-bat-co-pham-tuan-bay-vu-tru,V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ,1980,V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ (1980).,"[""Liên Xô"", ""Việt Nam""]",[],"[""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ 1980"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ Liên Xô"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ V. Go-rơ-bát cô (Liên Xô) Bay vào vũ trụ"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ ảnh tư liệu"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ 1980"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ Liên Xô"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ V. Go-rơ-bát cô (Liên Xô) Bay vào vũ trụ"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ ảnh tư liệu"", ""V. Go-rơ-bát cô (Liên Xô) và Phạm Tuân (Việt Nam) cùng bay vào vũ trụ lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
204,thanh-lap-huyen-hoang-sa-va-huyen-truong-sa,Thành lập huyện Hoàng Sa và huyện Trường Sa,Năm 1982,"Năm 1982, huyện Hoàng Sa thuộc tỉnh Quảng Nam - Đà Nẵng (từ năm 1997 thuộc thành phố Đà Nẵng) và huyện Trường Sa thuộc tỉnh Khánh Hoà được thành lập. Trong huyện Trường Sa có các đơn vị hành chính nhỏ hơn như: thị trấn Trường Sa (bao gồm đảo Trường Sa Lớn và phụ cận); xã Song Tử Tây (đảo Song Tử Tây và phụ cận); xã Sinh Tồn (đảo Sinh Tồn và phụ cận).","[""xã Song Tử Tây""]",[],"[""Thành lập huyện Hoàng Sa và huyện Trường Sa"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa Năm 1982"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa xã Song Tử Tây"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa Huyện Hoàng Sa thuộc Quảng Nam - Đà Nẵng (nay Đà Nẵng) Trong huyện Trường Sa có các đơn vị hành chính nhỏ hơn"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa bản đồ"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Thành lập huyện Hoàng Sa và huyện Trường Sa"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa Năm 1982"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa xã Song Tử Tây"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa Huyện Hoàng Sa thuộc Quảng Nam - Đà Nẵng (nay Đà Nẵng) Trong huyện Trường Sa có các đơn vị hành chính nhỏ hơn"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa bản đồ"", ""Thành lập huyện Hoàng Sa và huyện Trường Sa hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
205,bru-nay-tuyen-bo-ranh-gioi-them-luc-dia,Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí,Năm 1983,Bru-nây - Chưa chiếm giữ đảo nào nhưng đưa yêu sách chủ quyền lãnh thổ đối với quần đảo Trường Sa trong tuyên bố về ranh giới thềm lục địa 200 hải lí năm 1983 và về vùng đặc quyền kinh tế năm 1984.,"[""quần đảo Trường Sa""]",[],"[""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí Năm 1983"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí quần đảo Trường Sa"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí Diễn ra năm 1983 Nội dung: tuyên bố về ranh giới thềm lục địa 200 hải lí, đưa yêu sách chủ quyền Trường Sa"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí bản đồ"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí hải đồ""]","[""mofa.gov.vn"", ""biengioilanhtho.gov.vn"", ""mod.gov.vn"", ""qdnd.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí Năm 1983"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí quần đảo Trường Sa"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí Diễn ra năm 1983 Nội dung: tuyên bố về ranh giới thềm lục địa 200 hải lí, đưa yêu sách chủ quyền Trường Sa"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí bản đồ"", ""Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí hải đồ""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
206,bru-nay-tuyen-bo-vung-dac-quyen-kinh-te,Bru-nây tuyên bố về vùng đặc quyền kinh tế,Năm 1984,Bru-nây - Chưa chiếm giữ đảo nào nhưng đưa yêu sách chủ quyền lãnh thổ đối với quần đảo Trường Sa trong tuyên bố về ranh giới thềm lục địa 200 hải lí năm 1983 và về vùng đặc quyền kinh tế năm 1984.,"[""quần đảo Trường Sa""]",[],"[""Bru-nây tuyên bố về vùng đặc quyền kinh tế"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế Năm 1984"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế quần đảo Trường Sa"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế Chủ thể: Bru-nây Diễn ra năm 1984"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế ảnh tư liệu"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Bru-nây tuyên bố về vùng đặc quyền kinh tế"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế Năm 1984"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế quần đảo Trường Sa"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế Chủ thể: Bru-nây Diễn ra năm 1984"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế ảnh tư liệu"", ""Bru-nây tuyên bố về vùng đặc quyền kinh tế lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
207,dai-hoi-dai-bieu-toan-quoc-lan-thu-vi-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam,12 – 1986,Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam diễn ra vào tháng 12 năm 1986.,"[""Việt Nam""]",[],"[""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam 12 – 1986"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam Đánh dấu bước ngoặt cơ bản trong xây dựng chủ nghĩa xã hội Đề ra đường lối đổi mới toàn diện và đồng bộ"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam ảnh tư liệu"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam 12 – 1986"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam Đánh dấu bước ngoặt cơ bản trong xây dựng chủ nghĩa xã hội Đề ra đường lối đổi mới toàn diện và đồng bộ"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam ảnh tư liệu"", ""Đại hội đại biểu toàn quốc lần thứ VI của Đảng Cộng sản Việt Nam lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
208,bai-bo-che-do-tem-phieu-o-viet-nam,Bãi bỏ chế độ tem phiếu ở Việt Nam,Ngày 1-4-1989,"Ngày 1-4-1989, chế độ tem phiếu hoàn toàn được bãi bỏ ở Việt Nam. Đây là mốc kết thúc việc phát hành tem phiếu dùng để mua các mặt hàng thiết yếu của đời sống do Nhà nước phân phối.","[""Việt Nam""]",[],"[""Bãi bỏ chế độ tem phiếu ở Việt Nam"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam Ngày 1-4-1989"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam Việt Nam"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam Kết thúc việc phát hành tem phiếu Ngày 1-4-1989"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam ảnh tư liệu"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Bãi bỏ chế độ tem phiếu ở Việt Nam"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam Ngày 1-4-1989"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam Việt Nam"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam Kết thúc việc phát hành tem phiếu Ngày 1-4-1989"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam ảnh tư liệu"", ""Bãi bỏ chế độ tem phiếu ở Việt Nam lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
209,dai-hoi-dai-bieu-toan-quoc-lan-thu-vii-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam,1991,Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam diễn ra vào năm 1991.,"[""Việt Nam""]",[],"[""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam 1991"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam Bổ sung đường lối đổi mới Diễn ra năm 1991"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam ảnh tư liệu"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam 1991"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam Việt Nam"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam Bổ sung đường lối đổi mới Diễn ra năm 1991"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam ảnh tư liệu"", ""Đại hội đại biểu toàn quốc lần thứ VII của Đảng Cộng sản Việt Nam lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
210,viet-nam-binh-thuong-hoa-quan-he-trung-quoc,Việt Nam bình thường hoá quan hệ với Trung Quốc,Năm 1991,"Sau khi Hiệp định Pa-ri về Cam-pu-chia được kí kết (10 1991), Việt Nam đã bình thường hoá quan hệ với Trung Quốc (1991).","[""Trung Quốc""]",[],"[""Việt Nam bình thường hoá quan hệ với Trung Quốc"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc Năm 1991"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc Trung Quốc"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc Bình thường hoá quan hệ Năm 1991"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc lễ ký"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc hội nghị""]","[""mofa.gov.vn"", ""chinhphu.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""asean.org"", ""apec.org"", ""europa.eu""]","[""Việt Nam bình thường hoá quan hệ với Trung Quốc"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc Năm 1991"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc Trung Quốc"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc Bình thường hoá quan hệ Năm 1991"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc lễ ký"", ""Việt Nam bình thường hoá quan hệ với Trung Quốc hội nghị""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
211,xay-dung-va-dong-dien-duong-day-500kv-bac-nam-mach-1,Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1),1992 - 1993,Công trình đường dây 500 kV Bắc - Nam (mạch 1) được khởi công thiết kế và xây dựng chỉ trong hai năm (1992 - 1993) từ khi khởi công đến khi đóng điện thành công.,"[""Việt Nam"", ""Bắc - Nam""]",[],"[""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1)"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) 1992 - 1993"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) Việt Nam"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) Khởi công và hoàn thành 1992-1993 Trục xương sống hệ thống điện Việt Nam"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) ảnh tư liệu"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) lễ ký""]","[""chinhphu.vn"", ""dangcongsan.vn"", ""tulieuvankien.dangcongsan.vn"", ""quochoi.vn"", ""mofa.gov.vn"", ""vietnamplus.vn"", ""nhandan.vn"", ""un.org"", ""unphoto.un.org""]","[""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1)"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) 1992 - 1993"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) Việt Nam"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) Khởi công và hoàn thành 1992-1993 Trục xương sống hệ thống điện Việt Nam"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) ảnh tư liệu"", ""Xây dựng và đóng điện đường dây 500 kV Bắc - Nam (mạch 1) lễ ký""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
